study,group,dosing_strategy,name,time,value,sigma,BW,IVDOSE_apap,IVDOSE_co2c13,PODOSE_apap,PODOSE_co2c13,PODOSE_metc13,Ri_co2c13
Kasicka-Jonderko2011,2d,NA,recovery_met,1,15.59,0.51,75,0,0,0,0,75,0
Kasicka-Jonderko2011,2d,NA,recovery_met,1.25,13.22,0.19,75,0,0,0,0,75,0
Kasicka-Jonderko2011,2d,NA,recovery_met,1.5,11.32,0.23,75,0,0,0,0,75,0
Kasicka-Jonderko2011,2d,NA,recovery_met,1.75,9.74,0.37,75,0,0,0,0,75,0
Kasicka-Jonderko2011,2d,NA,recovery_met,2,8.44,0.09,75,0,0,0,0,75,0
Kasicka-Jonderko2011,2d,NA,recovery_met,2.5,6.67,0.32,75,0,0,0,0,75,0
Kasicka-Jonderko2011,2d,NA,recovery_met,3,5.05,0.19,75,0,0,0,0,75,0
Kasicka-Jonderko2011,baseline1,NA,recovery_met,0,0,0.23,75,0,0,0,0,75,0
Kasicka-Jonderko2011,baseline1,NA,recovery_met,0.05,4.3,0.32,75,0,0,0,0,75,0
Kasicka-Jonderko2011,baseline1,NA,recovery_met,0.1,12.31,1.16,75,0,0,0,0,75,0
Kasicka-Jonderko2011,baseline1,NA,recovery_met,0.15,22.59,1.94,75,0,0,0,0,75,0
Kasicka-Jonderko2011,baseline1,NA,recovery_met,0.2,28.93,2.36,75,0,0,0,0,75,0
Kasicka-Jonderko2011,baseline1,NA,recovery_met,0.25,31.57,2.92,75,0,0,0,0,75,0
Kasicka-Jonderko2011,baseline1,NA,recovery_met,0.3,31.52,2.45,75,0,0,0,0,75,0
Kasicka-Jonderko2011,baseline1,NA,recovery_met,0.35,30.09,1.9,75,0,0,0,0,75,0
Kasicka-Jonderko2011,baseline1,NA,recovery_met,0.4,27.86,1.57,75,0,0,0,0,75,0
Kasicka-Jonderko2011,baseline1,NA,recovery_met,0.45,26.57,1.34,75,0,0,0,0,75,0
Kasicka-Jonderko2011,baseline1,NA,recovery_met,0.5,24.85,1.11,75,0,0,0,0,75,0
Kasicka-Jonderko2011,baseline1,NA,recovery_met,0.666666666666667,20.08,0.69,75,0,0,0,0,75,0
Kasicka-Jonderko2011,baseline1,NA,recovery_met,0.833333333333333,17.63,0.42,75,0,0,0,0,75,0
Kasicka-Jonderko2011,baseline1,NA,recovery_met,1,15.59,0.46,75,0,0,0,0,75,0
Kasicka-Jonderko2011,baseline1,NA,recovery_met,1.25,12.62,0.32,75,0,0,0,0,75,0
Kasicka-Jonderko2011,baseline1,NA,recovery_met,1.5,10.58,0.56,75,0,0,0,0,75,0
Kasicka-Jonderko2011,baseline1,NA,recovery_met,1.75,9.74,0.23,75,0,0,0,0,75,0
Kasicka-Jonderko2011,baseline1,NA,recovery_met,2,8.3,0.32,75,0,0,0,0,75,0
Kasicka-Jonderko2011,baseline1,NA,recovery_met,2.5,6.77,0.32,75,0,0,0,0,75,0
Kasicka-Jonderko2011,baseline1,NA,recovery_met,3,5.37,0.28,75,0,0,0,0,75,0
Kasicka-Jonderko2011,baseline2,NA,recovery_met,0,0,0.99,75,0,0,0,0,75,0
Kasicka-Jonderko2011,baseline2,NA,recovery_met,0.05,4.48,1.13,75,0,0,0,0,75,0
Kasicka-Jonderko2011,baseline2,NA,recovery_met,0.1,13.54,1.23,75,0,0,0,0,75,0
Kasicka-Jonderko2011,baseline2,NA,recovery_met,0.15,25.85,2.88,75,0,0,0,0,75,0
Kasicka-Jonderko2011,baseline2,NA,recovery_met,0.2,33.63,3.35,75,0,0,0,0,75,0
Kasicka-Jonderko2011,baseline2,NA,recovery_met,0.25,35.05,2.92,75,0,0,0,0,75,0
Kasicka-Jonderko2011,baseline2,NA,recovery_met,0.3,34.15,2.17,75,0,0,0,0,75,0
Kasicka-Jonderko2011,baseline2,NA,recovery_met,0.35,32.64,1.7,75,0,0,0,0,75,0
Kasicka-Jonderko2011,baseline2,NA,recovery_met,0.4,28.92,1.42,75,0,0,0,0,75,0
Kasicka-Jonderko2011,baseline2,NA,recovery_met,0.45,27.55,1.18,75,0,0,0,0,75,0
Kasicka-Jonderko2011,baseline2,NA,recovery_met,0.5,25.66,1.08,75,0,0,0,0,75,0
Kasicka-Jonderko2011,baseline2,NA,recovery_met,0.666666666666667,20.99,0.75,75,0,0,0,0,75,0
Kasicka-Jonderko2011,baseline2,NA,recovery_met,0.833333333333333,17.83,1.08,75,0,0,0,0,75,0
Kasicka-Jonderko2011,baseline2,NA,recovery_met,1,16.08,0.52,75,0,0,0,0,75,0
Kasicka-Jonderko2011,baseline2,NA,recovery_met,1.25,12.88,0.9,75,0,0,0,0,75,0
Kasicka-Jonderko2011,baseline2,NA,recovery_met,1.5,10.85,0.52,75,0,0,0,0,75,0
Kasicka-Jonderko2011,baseline2,NA,recovery_met,1.75,9.76,0.85,75,0,0,0,0,75,0
Kasicka-Jonderko2011,baseline2,NA,recovery_met,2,8.4,0.75,75,0,0,0,0,75,0
Kasicka-Jonderko2011,baseline2,NA,recovery_met,2.5,6.6,0.75,75,0,0,0,0,75,0
Kasicka-Jonderko2011,baseline2,NA,recovery_met,3,5.05,0.99,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,BMAD,recovery_met,0,0,0.58,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,BMAD,recovery_met,0.05,4.11,0.53,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,BMAD,recovery_met,0.1,12.02,2.48,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,BMAD,recovery_met,0.15,21.04,3.59,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,BMAD,recovery_met,0.2,28.42,4.01,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,BMAD,recovery_met,0.25,33.06,4.22,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,BMAD,recovery_met,0.3,34.11,3.96,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,BMAD,recovery_met,0.35,33.16,3.17,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,BMAD,recovery_met,0.4,31.26,2.85,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,BMAD,recovery_met,0.45,30.46,2.16,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,BMAD,recovery_met,0.5,28.51,1.64,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,BMAD,recovery_met,0.666666666666667,23.48,2,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,BMAD,recovery_met,0.833333333333333,19.2,0.9,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,BMAD,recovery_met,1,16.55,0.9,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,BMAD,recovery_met,1.25,13.73,0.69,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,BMAD,recovery_met,1.5,11.55,0.53,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,BMAD,recovery_met,1.75,10.69,0.58,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,BMAD,recovery_met,2,9.46,0.32,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,BMAD,recovery_met,2.5,7.42,0.32,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,BMAD,recovery_met,3,6.01,0.69,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,FX75,recovery_met,0,0,0.42,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,FX75,recovery_met,0.05,4.43,0.53,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,FX75,recovery_met,0.1,11.44,2.37,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,FX75,recovery_met,0.15,17.24,3.75,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,FX75,recovery_met,0.2,22.04,3.48,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,FX75,recovery_met,0.25,26.04,3.8,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,FX75,recovery_met,0.3,26.2,1.95,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,FX75,recovery_met,0.35,26.51,1.16,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,FX75,recovery_met,0.4,26.82,0.79,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,FX75,recovery_met,0.45,26.77,0.48,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,FX75,recovery_met,0.5,25.87,1.37,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,FX75,recovery_met,0.666666666666667,23.06,1.53,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,FX75,recovery_met,0.833333333333333,18.19,1.37,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,FX75,recovery_met,1,16.28,1.32,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,FX75,recovery_met,1.25,12.89,0.84,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,FX75,recovery_met,1.5,10.5,0.69,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,FX75,recovery_met,1.75,10.43,0.79,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,FX75,recovery_met,2,8.99,0.79,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,FX75,recovery_met,2.5,7.1,0.48,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,M_HBMI,FX75,recovery_met,3,4.54,0.47,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,BMAD,recovery_met,0,0,0.48,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,BMAD,recovery_met,0.05,5.4,1.06,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,BMAD,recovery_met,0.1,17.47,2.81,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,BMAD,recovery_met,0.15,30.39,3.44,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,BMAD,recovery_met,0.2,37.8,2.91,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,BMAD,recovery_met,0.25,39.66,3.23,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,BMAD,recovery_met,0.3,37.59,2.65,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,BMAD,recovery_met,0.35,34.1,3.34,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,BMAD,recovery_met,0.4,31.67,2.7,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,BMAD,recovery_met,0.45,28.38,2.33,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,BMAD,recovery_met,0.5,26.21,1.96,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,BMAD,recovery_met,0.666666666666667,21.03,1.27,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,BMAD,recovery_met,0.833333333333333,17.43,1.43,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,BMAD,recovery_met,1,15.48,1.38,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,BMAD,recovery_met,1.25,12.62,1.01,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,BMAD,recovery_met,1.5,11.25,0.74,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,BMAD,recovery_met,1.75,9.56,0.9,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,BMAD,recovery_met,2,8.51,0.79,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,BMAD,recovery_met,2.5,6.71,0.9,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,BMAD,recovery_met,3,5.77,0.64,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,FX75,recovery_met,0,0,0.26,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,FX75,recovery_met,0.05,4.55,0.48,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,FX75,recovery_met,0.1,11.86,2.44,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,FX75,recovery_met,0.15,20.44,3.44,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,FX75,recovery_met,0.2,26.79,3.76,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,FX75,recovery_met,0.25,29.92,3.44,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,FX75,recovery_met,0.3,33.25,3.97,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,FX75,recovery_met,0.35,33.31,4.02,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,FX75,recovery_met,0.4,33.47,3.44,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,FX75,recovery_met,0.45,31.72,3.12,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,FX75,recovery_met,0.5,30.08,3.12,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,FX75,recovery_met,0.666666666666667,24.36,2.22,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,FX75,recovery_met,0.833333333333333,21.03,1.8,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,FX75,recovery_met,1,17.81,1.54,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,FX75,recovery_met,1.25,14.42,0.9,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,FX75,recovery_met,1.5,12.36,0.85,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,FX75,recovery_met,1.75,10.62,0.64,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,FX75,recovery_met,2,9.09,0.64,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,FX75,recovery_met,2.5,7.35,0.53,75,0,0,0,0,75,0
Kasicka-Jonderko2013a,F_LBMI,FX75,recovery_met,3,5.88,0.74,75,0,0,0,0,75,0
Krumbiegel1985,AC-01,NA,cum_met,0.15,1.24,NA,75,0,0,0,0,375,0
Krumbiegel1985,AC-01,NA,cum_met,0.333333333333333,3.82,NA,75,0,0,0,0,375,0
Krumbiegel1985,AC-01,NA,cum_met,0.516666666666667,7.04,NA,75,0,0,0,0,375,0
Krumbiegel1985,AC-01,NA,cum_met,0.65,10.22,NA,75,0,0,0,0,375,0
Krumbiegel1985,AC-01,NA,cum_met,0.816666666666667,13.23,NA,75,0,0,0,0,375,0
Krumbiegel1985,AC-01,NA,cum_met,1,16.08,NA,75,0,0,0,0,375,0
Krumbiegel1985,AC-01,NA,cum_met,1.15,18.71,NA,75,0,0,0,0,375,0
Krumbiegel1985,AC-01,NA,cum_met,1.31666666666667,21.4,NA,75,0,0,0,0,375,0
Krumbiegel1985,AC-01,NA,cum_met,1.66666666666667,25.71,NA,75,0,0,0,0,375,0
Krumbiegel1985,AC-01,NA,cum_met,1.98333333333333,29.25,NA,75,0,0,0,0,375,0
Krumbiegel1985,AC-01,NA,cum_met,2.5,34.31,NA,75,0,0,0,0,375,0
Krumbiegel1985,AC-01,NA,cum_met,3.01666666666667,38.18,NA,75,0,0,0,0,375,0
Krumbiegel1985,AC-01,NA,cum_met,3.51666666666667,41.99,NA,75,0,0,0,0,375,0
Krumbiegel1985,AC-01,NA,cum_met,4.03333333333333,45.43,NA,75,0,0,0,0,375,0
Krumbiegel1985,AC-01,NA,cum_met,5.05,49.84,NA,75,0,0,0,0,375,0
Krumbiegel1985,AC-01,NA,cum_met,6.03333333333333,53.28,NA,75,0,0,0,0,375,0
Krumbiegel1985,AC-01,NA,cum_met,7.03333333333333,55.64,NA,75,0,0,0,0,375,0
Krumbiegel1985,AC-01,NA,cum_met,7.76666666666667,57.08,NA,75,0,0,0,0,375,0
Krumbiegel1985,AC-01,NA,cum_met,9.36666666666667,59.71,NA,75,0,0,0,0,375,0
Krumbiegel1985,AC-03,NA,cum_met,0.316666666666667,2.58,NA,75,0,0,0,0,375,0
Krumbiegel1985,AC-03,NA,cum_met,0.5,5.7,NA,75,0,0,0,0,375,0
Krumbiegel1985,AC-03,NA,cum_met,0.683333333333333,8.12,NA,75,0,0,0,0,375,0
Krumbiegel1985,AC-03,NA,cum_met,0.833333333333333,10.7,NA,75,0,0,0,0,375,0
Krumbiegel1985,AC-03,NA,cum_met,1,13.07,NA,75,0,0,0,0,375,0
Krumbiegel1985,AC-03,NA,cum_met,1.15,17.1,NA,75,0,0,0,0,375,0
Krumbiegel1985,AC-03,NA,cum_met,1.33333333333333,20.17,NA,75,0,0,0,0,375,0
Krumbiegel1985,AC-03,NA,cum_met,1.5,23.23,NA,75,0,0,0,0,375,0
Krumbiegel1985,AC-03,NA,cum_met,1.83333333333333,26.78,NA,75,0,0,0,0,375,0
Krumbiegel1985,AC-03,NA,cum_met,2.16666666666667,30.11,NA,75,0,0,0,0,375,0
Krumbiegel1985,AC-03,NA,cum_met,2.51666666666667,32.96,NA,75,0,0,0,0,375,0
Krumbiegel1985,AC-03,NA,cum_met,2.83333333333333,35.54,NA,75,0,0,0,0,375,0
Krumbiegel1985,AC-03,NA,cum_met,3.16666666666667,38.45,NA,75,0,0,0,0,375,0
Lalazar2008,healthy,NA,recovery_met,0,0,NA,75,0,0,0,0,75,0
Lalazar2008,healthy,NA,recovery_met,0.166666666666667,23.85,NA,75,0,0,0,0,75,0
Lalazar2008,healthy,NA,recovery_met,0.25,30.63,NA,75,0,0,0,0,75,0
Lalazar2008,healthy,NA,recovery_met,0.333333333333333,32.18,NA,75,0,0,0,0,75,0
Lalazar2008,healthy,NA,recovery_met,0.5,27.03,NA,75,0,0,0,0,75,0
Lalazar2008,healthy,NA,recovery_met,1,15.82,NA,75,0,0,0,0,75,0
