model,simulation,study,group,subjects,observer,time,value,sigma,BW,PODOSE_apap,IVDOSE_apap,PODOSE_co2c13,IVDOSE_co2c13,Ri_co2c13,ti_co2c13,PODOSE_metc13,IVDOSE_metc13,ti_metc13
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,F_LBMI_BMAD,8,cum_rec_metc13,0.35,9.37,0.77,50.9,0,0,0,0,0,10,50.9,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,F_LBMI_BMAD,8,cum_rec_metc13,0.4,10.96,0.77,50.9,0,0,0,0,0,10,50.9,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,F_LBMI_BMAD,8,cum_rec_metc13,0.45,12.38,0.94,50.9,0,0,0,0,0,10,50.9,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,F_LBMI_BMAD,8,cum_rec_metc13,0.5,13.85,1.18,50.9,0,0,0,0,0,10,50.9,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,F_LBMI_BMAD,8,cum_rec_metc13,0.666666666666667,17.68,1,50.9,0,0,0,0,0,10,50.9,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,F_LBMI_BMAD,8,cum_rec_metc13,0.833333333333333,20.98,1.12,50.9,0,0,0,0,0,10,50.9,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,F_LBMI_BMAD,8,cum_rec_metc13,1,23.63,1.65,50.9,0,0,0,0,0,10,50.9,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,F_LBMI_BMAD,8,cum_rec_metc13,1.25,27.05,1.54,50.9,0,0,0,0,0,10,50.9,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,F_LBMI_BMAD,8,cum_rec_metc13,1.5,30.11,1.83,50.9,0,0,0,0,0,10,50.9,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,F_LBMI_BMAD,8,cum_rec_metc13,1.75,32.75,2.18,50.9,0,0,0,0,0,10,50.9,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,F_LBMI_BMAD,8,cum_rec_metc13,2,34.99,2.3,50.9,0,0,0,0,0,10,50.9,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,F_LBMI_BMAD,8,cum_rec_metc13,2.5,38.74,2.77,50.9,0,0,0,0,0,10,50.9,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,F_LBMI_BMAD,8,cum_rec_metc13,3,41.85,3.07,50.9,0,0,0,0,0,10,50.9,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_FX75,8,mom_rec_metc13,0,0,0.42,103,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_FX75,8,mom_rec_metc13,0.05,4.43,0.53,103,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_FX75,8,mom_rec_metc13,0.1,11.44,2.37,103,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_FX75,8,mom_rec_metc13,0.15,17.24,3.75,103,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_FX75,8,mom_rec_metc13,0.2,22.04,3.48,103,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_FX75,8,mom_rec_metc13,0.25,26.04,3.8,103,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_FX75,8,mom_rec_metc13,0.3,26.2,1.95,103,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_FX75,8,mom_rec_metc13,0.35,26.51,1.16,103,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_FX75,8,mom_rec_metc13,0.4,26.82,0.79,103,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_FX75,8,mom_rec_metc13,0.45,26.77,0.48,103,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_FX75,8,mom_rec_metc13,0.5,25.87,1.37,103,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_FX75,8,mom_rec_metc13,0.666666666666667,23.06,1.53,103,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_FX75,8,mom_rec_metc13,0.833333333333333,18.19,1.37,103,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_FX75,8,mom_rec_metc13,1,16.28,1.32,103,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_FX75,8,mom_rec_metc13,1.25,12.89,0.84,103,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_FX75,8,mom_rec_metc13,1.5,10.5,0.69,103,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_FX75,8,mom_rec_metc13,1.75,10.43,0.79,103,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_FX75,8,mom_rec_metc13,2,8.99,0.79,103,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_FX75,8,mom_rec_metc13,2.5,7.1,0.48,103,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_FX75,8,mom_rec_metc13,3,4.54,0.47,103,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_FX75,8,cum_rec_metc13,0,0,0.23,103,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_FX75,8,cum_rec_metc13,0.05,0.17,0.53,103,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_FX75,8,cum_rec_metc13,0.1,0.53,0.35,103,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_FX75,8,cum_rec_metc13,0.15,1.35,0.41,103,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_FX75,8,cum_rec_metc13,0.2,2.16,0.59,103,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_FX75,8,cum_rec_metc13,0.25,3.51,0.53,103,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_FX75,8,cum_rec_metc13,0.3,4.92,1,103,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_FX75,8,cum_rec_metc13,0.35,6.03,0.76,103,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_FX75,8,cum_rec_metc13,0.4,7.38,0.7,103,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_FX75,8,cum_rec_metc13,0.45,8.73,0.88,103,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_FX75,8,cum_rec_metc13,0.5,10.01,0.7,103,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_FX75,8,cum_rec_metc13,0.666666666666667,14.05,0.64,103,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_FX75,8,cum_rec_metc13,0.833333333333333,17.51,0.7,103,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_FX75,8,cum_rec_metc13,1,20.5,0.7,103,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_FX75,8,cum_rec_metc13,1.25,24.18,0.88,103,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_FX75,8,cum_rec_metc13,1.5,27.05,0.94,103,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_FX75,8,cum_rec_metc13,1.75,29.68,1.17,103,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_FX75,8,cum_rec_metc13,2,32.08,1.23,103,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_FX75,8,cum_rec_metc13,2.5,36.18,1.52,103,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_FX75,8,cum_rec_metc13,3,39.33,1.82,103,0,0,0,0,0,10,75,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_BMAD,8,mom_rec_metc13,0,0,0.58,103,0,0,0,0,0,10,103,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_BMAD,8,mom_rec_metc13,0.05,4.11,0.53,103,0,0,0,0,0,10,103,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_BMAD,8,mom_rec_metc13,0.1,12.02,2.48,103,0,0,0,0,0,10,103,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_BMAD,8,mom_rec_metc13,0.15,21.04,3.59,103,0,0,0,0,0,10,103,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_BMAD,8,mom_rec_metc13,0.2,28.42,4.01,103,0,0,0,0,0,10,103,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_BMAD,8,mom_rec_metc13,0.25,33.06,4.22,103,0,0,0,0,0,10,103,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_BMAD,8,mom_rec_metc13,0.3,34.11,3.96,103,0,0,0,0,0,10,103,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_BMAD,8,mom_rec_metc13,0.35,33.16,3.17,103,0,0,0,0,0,10,103,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_BMAD,8,mom_rec_metc13,0.4,31.26,2.85,103,0,0,0,0,0,10,103,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_BMAD,8,mom_rec_metc13,0.45,30.46,2.16,103,0,0,0,0,0,10,103,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_BMAD,8,mom_rec_metc13,0.5,28.51,1.64,103,0,0,0,0,0,10,103,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_BMAD,8,mom_rec_metc13,0.666666666666667,23.48,2,103,0,0,0,0,0,10,103,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_BMAD,8,mom_rec_metc13,0.833333333333333,19.2,0.9,103,0,0,0,0,0,10,103,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_BMAD,8,mom_rec_metc13,1,16.55,0.9,103,0,0,0,0,0,10,103,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_BMAD,8,mom_rec_metc13,1.25,13.73,0.69,103,0,0,0,0,0,10,103,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_BMAD,8,mom_rec_metc13,1.5,11.55,0.53,103,0,0,0,0,0,10,103,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_BMAD,8,mom_rec_metc13,1.75,10.69,0.58,103,0,0,0,0,0,10,103,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_BMAD,8,mom_rec_metc13,2,9.46,0.32,103,0,0,0,0,0,10,103,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_BMAD,8,mom_rec_metc13,2.5,7.42,0.32,103,0,0,0,0,0,10,103,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_BMAD,8,mom_rec_metc13,3,6.01,0.69,103,0,0,0,0,0,10,103,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_BMAD,8,cum_rec_metc13,0,0,0.41,103,0,0,0,0,0,10,103,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_BMAD,8,cum_rec_metc13,0.05,0,0.53,103,0,0,0,0,0,10,103,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_BMAD,8,cum_rec_metc13,0.1,0.58,0.47,103,0,0,0,0,0,10,103,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_BMAD,8,cum_rec_metc13,0.15,1.29,0.35,103,0,0,0,0,0,10,103,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_BMAD,8,cum_rec_metc13,0.2,2.46,0.64,103,0,0,0,0,0,10,103,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_BMAD,8,cum_rec_metc13,0.25,4.1,0.64,103,0,0,0,0,0,10,103,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_BMAD,8,cum_rec_metc13,0.3,5.68,1,103,0,0,0,0,0,10,103,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_BMAD,8,cum_rec_metc13,0.35,7.5,0.94,103,0,0,0,0,0,10,103,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_BMAD,8,cum_rec_metc13,0.4,9.02,1.23,103,0,0,0,0,0,10,103,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_BMAD,8,cum_rec_metc13,0.45,10.54,1.06,103,0,0,0,0,0,10,103,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_BMAD,8,cum_rec_metc13,0.5,12.12,1.06,103,0,0,0,0,0,10,103,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_BMAD,8,cum_rec_metc13,0.666666666666667,16.34,1.29,103,0,0,0,0,0,10,103,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_BMAD,8,cum_rec_metc13,0.833333333333333,19.97,1.23,103,0,0,0,0,0,10,103,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_BMAD,8,cum_rec_metc13,1,22.9,1.29,103,0,0,0,0,0,10,103,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_BMAD,8,cum_rec_metc13,1.25,26.7,1.29,103,0,0,0,0,0,10,103,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_BMAD,8,cum_rec_metc13,1.5,29.98,1.11,103,0,0,0,0,0,10,103,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_BMAD,8,cum_rec_metc13,1.75,32.79,1.23,103,0,0,0,0,0,10,103,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_BMAD,8,cum_rec_metc13,2,35.31,1.29,103,0,0,0,0,0,10,103,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_BMAD,8,cum_rec_metc13,2.5,39.58,1.35,103,0,0,0,0,0,10,103,0,10
limax_pkpd_v50,methacetin,Kasicka-Jonderko2013a,M_HBMI_BMAD,8,cum_rec_metc13,3,43.02,1.47,103,0,0,0,0,0,10,103,0,10
limax_pkpd_v50,methacetin,Ciccocioppo2003,adult,28,mom_rec_metc13,0,0,0.51,73.1,0,0,0,0,0,10,73.1,0,10
limax_pkpd_v50,methacetin,Ciccocioppo2003,adult,28,mom_rec_metc13,0.25,38.36,2.56,73.1,0,0,0,0,0,10,73.1,0,10
limax_pkpd_v50,methacetin,Ciccocioppo2003,adult,28,mom_rec_metc13,0.5,28.5,2.22,73.1,0,0,0,0,0,10,73.1,0,10
limax_pkpd_v50,methacetin,Ciccocioppo2003,adult,28,mom_rec_metc13,0.75,24.03,1.67,73.1,0,0,0,0,0,10,73.1,0,10
limax_pkpd_v50,methacetin,Ciccocioppo2003,adult,28,mom_rec_metc13,1,19.45,1.17,73.1,0,0,0,0,0,10,73.1,0,10
limax_pkpd_v50,methacetin,Ciccocioppo2003,adult,28,mom_rec_metc13,1.25,17.47,1.17,73.1,0,0,0,0,0,10,73.1,0,10
limax_pkpd_v50,methacetin,Ciccocioppo2003,adult,28,mom_rec_metc13,1.5,14.1,1.05,73.1,0,0,0,0,0,10,73.1,0,10
limax_pkpd_v50,methacetin,Ciccocioppo2003,adult,28,mom_rec_metc13,1.75,12.39,0.85,73.1,0,0,0,0,0,10,73.1,0,10
limax_pkpd_v50,methacetin,Ciccocioppo2003,adult,28,mom_rec_metc13,2,10.22,0.66,73.1,0,0,0,0,0,10,73.1,0,10
limax_pkpd_v50,methacetin,Ciccocioppo2003,adult,28,cum_rec_metc13,0,0,0.75,73.1,0,0,0,0,0,10,73.1,0,10
limax_pkpd_v50,methacetin,Ciccocioppo2003,adult,28,cum_rec_metc13,0.25,3.85,0.58,73.1,0,0,0,0,0,10,73.1,0,10
limax_pkpd_v50,methacetin,Ciccocioppo2003,adult,28,cum_rec_metc13,0.5,11.92,0.58,73.1,0,0,0,0,0,10,73.1,0,10
limax_pkpd_v50,methacetin,Ciccocioppo2003,adult,28,cum_rec_metc13,0.75,17.47,0.83,73.1,0,0,0,0,0,10,73.1,0,10
limax_pkpd_v50,methacetin,Ciccocioppo2003,adult,28,cum_rec_metc13,1,21.87,1.3,73.1,0,0,0,0,0,10,73.1,0,10
limax_pkpd_v50,methacetin,Ciccocioppo2003,adult,28,cum_rec_metc13,1.25,25.47,1.37,73.1,0,0,0,0,0,10,73.1,0,10
limax_pkpd_v50,methacetin,Ciccocioppo2003,adult,28,cum_rec_metc13,1.5,30.41,1.59,73.1,0,0,0,0,0,10,73.1,0,10
limax_pkpd_v50,methacetin,Ciccocioppo2003,adult,28,cum_rec_metc13,1.75,34.87,1.55,73.1,0,0,0,0,0,10,73.1,0,10
limax_pkpd_v50,methacetin,Ciccocioppo2003,adult,28,cum_rec_metc13,2,39.81,1.95,73.1,0,0,0,0,0,10,73.1,0,10
limax_pkpd_v50,methacetin,Ciccocioppo2003,elderly,29,mom_rec_metc13,0,0,0.7,69.8,0,0,0,0,0,10,69.8,0,10
limax_pkpd_v50,methacetin,Ciccocioppo2003,elderly,29,mom_rec_metc13,0.25,30.63,3.15,69.8,0,0,0,0,0,10,69.8,0,10
limax_pkpd_v50,methacetin,Ciccocioppo2003,elderly,29,mom_rec_metc13,0.5,21.81,2.21,69.8,0,0,0,0,0,10,69.8,0,10
limax_pkpd_v50,methacetin,Ciccocioppo2003,elderly,29,mom_rec_metc13,0.75,17.27,1.67,69.8,0,0,0,0,0,10,69.8,0,10
limax_pkpd_v50,methacetin,Ciccocioppo2003,elderly,29,mom_rec_metc13,1,14.4,1.4,69.8,0,0,0,0,0,10,69.8,0,10
limax_pkpd_v50,methacetin,Ciccocioppo2003,elderly,29,mom_rec_metc13,1.25,15.02,1.48,69.8,0,0,0,0,0,10,69.8,0,10
limax_pkpd_v50,methacetin,Ciccocioppo2003,elderly,29,mom_rec_metc13,1.5,10.09,1.05,69.8,0,0,0,0,0,10,69.8,0,10
limax_pkpd_v50,methacetin,Ciccocioppo2003,elderly,29,mom_rec_metc13,1.75,9.32,0.89,69.8,0,0,0,0,0,10,69.8,0,10
limax_pkpd_v50,methacetin,Ciccocioppo2003,elderly,29,mom_rec_metc13,2,8.55,0.97,69.8,0,0,0,0,0,10,69.8,0,10
limax_pkpd_v50,methacetin,Ciccocioppo2003,elderly,29,cum_rec_metc13,0,0,0.65,69.8,0,0,0,0,0,10,69.8,0,10
limax_pkpd_v50,methacetin,Ciccocioppo2003,elderly,29,cum_rec_metc13,0.25,3.42,0.51,69.8,0,0,0,0,0,10,69.8,0,10
limax_pkpd_v50,methacetin,Ciccocioppo2003,elderly,29,cum_rec_metc13,0.5,10.08,0.65,69.8,0,0,0,0,0,10,69.8,0,10
limax_pkpd_v50,methacetin,Ciccocioppo2003,elderly,29,cum_rec_metc13,0.75,14.95,0.83,69.8,0,0,0,0,0,10,69.8,0,10
limax_pkpd_v50,methacetin,Ciccocioppo2003,elderly,29,cum_rec_metc13,1,18.08,1.08,69.8,0,0,0,0,0,10,69.8,0,10
limax_pkpd_v50,methacetin,Ciccocioppo2003,elderly,29,cum_rec_metc13,1.25,22.8,1.3,69.8,0,0,0,0,0,10,69.8,0,10
limax_pkpd_v50,methacetin,Ciccocioppo2003,elderly,29,cum_rec_metc13,1.5,25.61,1.48,69.8,0,0,0,0,0,10,69.8,0,10
limax_pkpd_v50,methacetin,Ciccocioppo2003,elderly,29,cum_rec_metc13,1.75,29.03,1.77,69.8,0,0,0,0,0,10,69.8,0,10
limax_pkpd_v50,methacetin,Ciccocioppo2003,elderly,29,cum_rec_metc13,2,33.02,2.02,69.8,0,0,0,0,0,10,69.8,0,10
limax_pkpd_v50,methacetin,Krumbiegel1985,AC-01,1,cum_rec_metc13,0.15,1.24,NaN,75,0,0,0,0,0,10,375,0,10
limax_pkpd_v50,methacetin,Krumbiegel1985,AC-01,1,cum_rec_metc13,0.333333333333333,3.82,NaN,75,0,0,0,0,0,10,375,0,10
limax_pkpd_v50,methacetin,Krumbiegel1985,AC-01,1,cum_rec_metc13,0.516666666666667,7.04,NaN,75,0,0,0,0,0,10,375,0,10
limax_pkpd_v50,methacetin,Krumbiegel1985,AC-01,1,cum_rec_metc13,0.65,10.22,NaN,75,0,0,0,0,0,10,375,0,10
limax_pkpd_v50,methacetin,Krumbiegel1985,AC-01,1,cum_rec_metc13,0.816666666666667,13.23,NaN,75,0,0,0,0,0,10,375,0,10
limax_pkpd_v50,methacetin,Krumbiegel1985,AC-01,1,cum_rec_metc13,1,16.08,NaN,75,0,0,0,0,0,10,375,0,10
limax_pkpd_v50,methacetin,Krumbiegel1985,AC-01,1,cum_rec_metc13,1.15,18.71,NaN,75,0,0,0,0,0,10,375,0,10
limax_pkpd_v50,methacetin,Krumbiegel1985,AC-01,1,cum_rec_metc13,1.31666666666667,21.4,NaN,75,0,0,0,0,0,10,375,0,10
limax_pkpd_v50,methacetin,Krumbiegel1985,AC-01,1,cum_rec_metc13,1.66666666666667,25.71,NaN,75,0,0,0,0,0,10,375,0,10
limax_pkpd_v50,methacetin,Krumbiegel1985,AC-01,1,cum_rec_metc13,1.98333333333333,29.25,NaN,75,0,0,0,0,0,10,375,0,10
limax_pkpd_v50,methacetin,Krumbiegel1985,AC-01,1,cum_rec_metc13,2.5,34.31,NaN,75,0,0,0,0,0,10,375,0,10
limax_pkpd_v50,methacetin,Krumbiegel1985,AC-01,1,cum_rec_metc13,3.01666666666667,38.18,NaN,75,0,0,0,0,0,10,375,0,10
limax_pkpd_v50,methacetin,Krumbiegel1985,AC-01,1,cum_rec_metc13,3.51666666666667,41.99,NaN,75,0,0,0,0,0,10,375,0,10
limax_pkpd_v50,methacetin,Krumbiegel1985,AC-01,1,cum_rec_metc13,4.03333333333333,45.43,NaN,75,0,0,0,0,0,10,375,0,10
limax_pkpd_v50,methacetin,Krumbiegel1985,AC-01,1,cum_rec_metc13,5.05,49.84,NaN,75,0,0,0,0,0,10,375,0,10
limax_pkpd_v50,methacetin,Krumbiegel1985,AC-01,1,cum_rec_metc13,6.03333333333333,53.28,NaN,75,0,0,0,0,0,10,375,0,10
limax_pkpd_v50,methacetin,Krumbiegel1985,AC-01,1,cum_rec_metc13,7.03333333333333,55.64,NaN,75,0,0,0,0,0,10,375,0,10
limax_pkpd_v50,methacetin,Krumbiegel1985,AC-01,1,cum_rec_metc13,7.76666666666667,57.08,NaN,75,0,0,0,0,0,10,375,0,10
limax_pkpd_v50,methacetin,Krumbiegel1985,AC-01,1,cum_rec_metc13,9.36666666666667,59.71,NaN,75,0,0,0,0,0,10,375,0,10
limax_pkpd_v50,methacetin,Krumbiegel1985,AC-03,1,cum_rec_metc13,0.316666666666667,2.58,NaN,75,0,0,0,0,0,10,375,0,10
limax_pkpd_v50,methacetin,Krumbiegel1985,AC-03,1,cum_rec_metc13,0.5,5.7,NaN,75,0,0,0,0,0,10,375,0,10
limax_pkpd_v50,methacetin,Krumbiegel1985,AC-03,1,cum_rec_metc13,0.683333333333333,8.12,NaN,75,0,0,0,0,0,10,375,0,10
limax_pkpd_v50,methacetin,Krumbiegel1985,AC-03,1,cum_rec_metc13,0.833333333333333,10.7,NaN,75,0,0,0,0,0,10,375,0,10
limax_pkpd_v50,methacetin,Krumbiegel1985,AC-03,1,cum_rec_metc13,1,13.07,NaN,75,0,0,0,0,0,10,375,0,10
limax_pkpd_v50,methacetin,Krumbiegel1985,AC-03,1,cum_rec_metc13,1.15,17.1,NaN,75,0,0,0,0,0,10,375,0,10
limax_pkpd_v50,methacetin,Krumbiegel1985,AC-03,1,cum_rec_metc13,1.33333333333333,20.17,NaN,75,0,0,0,0,0,10,375,0,10
limax_pkpd_v50,methacetin,Krumbiegel1985,AC-03,1,cum_rec_metc13,1.5,23.23,NaN,75,0,0,0,0,0,10,375,0,10
limax_pkpd_v50,methacetin,Krumbiegel1985,AC-03,1,cum_rec_metc13,1.83333333333333,26.78,NaN,75,0,0,0,0,0,10,375,0,10
limax_pkpd_v50,methacetin,Krumbiegel1985,AC-03,1,cum_rec_metc13,2.16666666666667,30.11,NaN,75,0,0,0,0,0,10,375,0,10
limax_pkpd_v50,methacetin,Krumbiegel1985,AC-03,1,cum_rec_metc13,2.51666666666667,32.96,NaN,75,0,0,0,0,0,10,375,0,10
limax_pkpd_v50,methacetin,Krumbiegel1985,AC-03,1,cum_rec_metc13,2.83333333333333,35.54,NaN,75,0,0,0,0,0,10,375,0,10
limax_pkpd_v50,methacetin,Krumbiegel1985,AC-03,1,cum_rec_metc13,3.16666666666667,38.45,NaN,75,0,0,0,0,0,10,375,0,10
limax_pkpd_v50,methacetin,Holtmeier2006,NaN,20,cum_rec_metc13,0,0.72,0.57,75,0,0,0,0,0,10,150,0,10
limax_pkpd_v50,methacetin,Holtmeier2006,NaN,20,cum_rec_metc13,0.166666666666667,2.3,0.64,75,0,0,0,0,0,10,150,0,10
limax_pkpd_v50,methacetin,Holtmeier2006,NaN,20,cum_rec_metc13,0.333333333333333,8.64,1.58,75,0,0,0,0,0,10,150,0,10
limax_pkpd_v50,methacetin,Holtmeier2006,NaN,20,cum_rec_metc13,0.5,14,2.22,75,0,0,0,0,0,10,150,0,10
limax_pkpd_v50,methacetin,Holtmeier2006,NaN,20,cum_rec_metc13,0.666666666666667,17.04,2.55,75,0,0,0,0,0,10,150,0,10
limax_pkpd_v50,methacetin,Holtmeier2006,NaN,20,cum_rec_metc13,0.833333333333333,19.21,4.11,75,0,0,0,0,0,10,150,0,10
